Date,Open,High,Low,Close,Adj Close,Volume
2019-01-07,null,null,null,null,null,null
2019-01-08,16.956301,16.956301,16.956301,16.956301,16.956301,0
2019-01-09,17.013800,17.013800,17.013800,17.013800,17.013800,0
2019-01-10,17.014900,17.014900,17.014900,17.014900,17.014900,0
2019-01-11,17.020100,17.020100,17.020100,17.020100,17.020100,0
2019-01-14,17.065599,17.065599,17.065599,17.065599,17.065599,0
2019-01-15,17.058599,17.058599,17.058599,17.058599,17.058599,0
2019-01-16,17.082199,17.082199,17.082199,17.082199,17.082199,0
2019-01-17,17.084700,17.084700,17.084700,17.084700,17.084700,0
2019-01-18,17.082199,17.082199,17.082199,17.082199,17.082199,0
2019-01-22,17.100599,17.100599,17.100599,17.100599,17.100599,0
2019-01-23,17.129200,17.129200,17.129200,17.129200,17.129200,0
2019-01-24,17.116301,17.116301,17.116301,17.116301,17.116301,0
2019-01-25,17.121500,17.121500,17.121500,17.121500,17.121500,0
2019-01-28,17.125799,17.125799,17.125799,17.125799,17.125799,0
2019-01-29,17.172899,17.172899,17.172899,17.172899,17.172899,0
2019-01-30,17.162600,17.162600,17.162600,17.162600,17.162600,0
2019-01-31,17.245501,17.245501,17.245501,17.245501,17.245501,0
2019-02-01,null,null,null,null,null,null
2019-02-04,17.240299,17.240299,17.240299,17.240299,17.240299,0
2019-02-05,17.234600,17.234600,17.234600,17.234600,17.234600,0
2019-02-06,17.208200,17.208200,17.208200,17.208200,17.208200,0
2019-02-07,17.187099,17.187099,17.187099,17.187099,17.187099,0
2019-02-08,17.113001,17.113001,17.113001,17.113001,17.113001,0
2019-02-11,17.144600,17.144600,17.144600,17.144600,17.144600,0
2019-02-12,17.189199,17.189199,17.189199,17.189199,17.189199,0
2019-02-13,17.234800,17.234800,17.234800,17.234800,17.234800,0
2019-02-14,17.265900,17.265900,17.265900,17.265900,17.265900,0
2019-02-15,17.331900,17.331900,17.331900,17.331900,17.331900,0
2019-02-19,17.292601,17.292601,17.292601,17.292601,17.292601,0
2019-02-20,17.250700,17.250700,17.250700,17.250700,17.250700,0
2019-02-21,17.264200,17.264200,17.264200,17.264200,17.264200,0
2019-02-22,17.285500,17.285500,17.285500,17.285500,17.285500,0
2019-02-25,17.278299,17.278299,17.278299,17.278299,17.278299,0
2019-02-26,17.280800,17.280800,17.280800,17.280800,17.280800,0
2019-02-27,17.306499,17.306499,17.306499,17.306499,17.306499,0
2019-02-28,17.299900,17.299900,17.299900,17.299900,17.299900,0
2019-03-01,17.305401,17.305401,17.305401,17.305401,17.305401,0
2019-03-04,null,null,null,null,null,null
2019-03-05,null,null,null,null,null,null
2019-03-06,17.303101,17.303101,17.303101,17.303101,17.303101,0
2019-03-07,17.303600,17.303600,17.303600,17.303600,17.303600,0
2019-03-08,17.334000,17.334000,17.334000,17.334000,17.334000,0
2019-03-11,17.406601,17.406601,17.406601,17.406601,17.406601,0
2019-03-12,17.426001,17.426001,17.426001,17.426001,17.426001,0
2019-03-13,17.495001,17.495001,17.495001,17.495001,17.495001,0
2019-03-14,17.483700,17.483700,17.483700,17.483700,17.483700,0
2019-03-15,17.491301,17.491301,17.491301,17.491301,17.491301,0
2019-03-18,17.537701,17.537701,17.537701,17.537701,17.537701,0
2019-03-19,17.567699,17.567699,17.567699,17.567699,17.567699,0
2019-03-20,17.597700,17.597700,17.597700,17.597700,17.597700,0
2019-03-21,17.572001,17.572001,17.572001,17.572001,17.572001,0
2019-03-22,17.435900,17.435900,17.435900,17.435900,17.435900,0
