Date,Open,High,Low,Close,Adj Close,Volume
2018-08-24,2.310000,2.310000,2.250000,2.300000,2.300000,30900
2018-08-27,2.300000,2.320000,2.290000,2.300000,2.300000,15732
2018-08-28,2.310000,2.310000,2.290000,2.300000,2.300000,19842
2018-08-29,2.300000,2.310000,2.290000,2.310000,2.310000,19322
2018-08-30,2.310000,2.330000,2.300000,2.320000,2.320000,18850
2018-08-31,2.330000,2.340000,2.310000,2.330000,2.330000,21202
2018-09-03,2.330000,2.350000,2.310000,2.340000,2.340000,42218
2018-09-04,2.350000,2.350000,2.310000,2.330000,2.330000,17993
2018-09-05,2.330000,2.340000,2.270000,2.320000,2.320000,47047
2018-09-06,2.310000,2.320000,2.290000,2.310000,2.310000,32127
2018-09-10,2.310000,2.310000,2.240000,2.260000,2.260000,50561
2018-09-11,2.300000,2.310000,2.280000,2.290000,2.290000,16037
2018-09-12,2.300000,2.300000,2.280000,2.290000,2.290000,11742
2018-09-13,2.290000,2.290000,2.190000,2.260000,2.260000,112628
2018-09-14,2.280000,2.300000,2.260000,2.300000,2.300000,27917
2018-09-17,2.300000,2.300000,2.290000,2.290000,2.290000,29979
2018-09-18,2.300000,2.310000,2.290000,2.300000,2.300000,18410
2018-09-19,2.300000,2.300000,2.290000,2.300000,2.300000,10699
2018-09-20,2.300000,2.300000,2.290000,2.300000,2.300000,17079
2018-09-21,2.300000,2.310000,2.280000,2.310000,2.310000,44532
2018-09-24,2.310000,2.310000,2.280000,2.290000,2.290000,35128
2018-09-25,2.300000,2.300000,2.280000,2.300000,2.300000,21875
2018-09-26,2.300000,2.300000,2.270000,2.290000,2.290000,12789
2018-09-27,2.290000,2.300000,2.270000,2.290000,2.290000,18483
2018-09-28,2.290000,2.290000,2.270000,2.290000,2.290000,18431
2018-10-01,2.290000,2.300000,2.280000,2.290000,2.290000,39313
2018-10-02,2.300000,2.310000,2.280000,2.290000,2.290000,22295
2018-10-03,2.300000,2.310000,2.270000,2.290000,2.290000,51785
2018-10-04,2.290000,2.310000,2.280000,2.290000,2.290000,28909
2018-10-05,2.300000,2.300000,2.280000,2.300000,2.300000,23378
2018-10-08,2.300000,2.300000,2.280000,2.290000,2.290000,37148
2018-10-09,2.270000,2.290000,2.260000,2.290000,2.290000,38545
2018-10-10,2.290000,2.290000,2.270000,2.290000,2.290000,47383
2018-10-11,2.290000,2.290000,2.270000,2.280000,2.280000,28516
2018-10-15,2.280000,2.310000,2.270000,2.310000,2.310000,36894
2018-10-16,2.310000,2.340000,2.290000,2.330000,2.330000,29096
2018-10-17,2.320000,2.350000,2.300000,2.340000,2.340000,46905
2018-10-18,2.350000,2.350000,2.310000,2.320000,2.320000,20814
2018-10-19,2.320000,2.340000,2.320000,2.340000,2.340000,12724
2018-10-22,2.340000,2.380000,2.330000,2.370000,2.370000,44151
2018-10-23,2.380000,2.420000,2.360000,2.400000,2.400000,43962
2018-10-24,2.420000,2.440000,2.390000,2.390000,2.390000,19886
2018-10-25,2.410000,2.420000,2.400000,2.420000,2.420000,18979
2018-10-26,2.420000,2.450000,2.410000,2.440000,2.440000,19362
2018-10-29,2.480000,2.490000,2.460000,2.480000,2.480000,17671
2018-10-30,2.490000,2.500000,2.460000,2.490000,2.490000,25997
2018-10-31,2.500000,2.500000,2.460000,2.500000,2.500000,22673
2018-11-01,2.500000,2.550000,2.460000,2.530000,2.530000,22516
2018-11-05,2.530000,2.530000,2.480000,2.520000,2.520000,22908
2018-11-06,2.520000,2.540000,2.510000,2.530000,2.530000,13228
2018-11-07,2.530000,2.550000,2.520000,2.520000,2.520000,28495
2018-11-08,2.490000,2.490000,2.430000,2.480000,2.480000,32594
2018-11-09,2.480000,2.490000,2.460000,2.460000,2.460000,22356
2018-11-12,2.460000,2.460000,2.430000,2.440000,2.440000,23790
2018-11-13,2.450000,2.480000,2.430000,2.450000,2.450000,36782
2018-11-14,2.460000,2.470000,2.450000,2.470000,2.470000,35013
2018-11-16,2.460000,2.470000,2.440000,2.440000,2.440000,43886
2018-11-19,2.460000,2.470000,2.440000,2.460000,2.460000,40642
2018-11-21,2.460000,2.460000,2.440000,2.460000,2.460000,33200
2018-11-22,2.460000,2.480000,2.450000,2.470000,2.470000,19539
2018-11-23,2.480000,2.480000,2.440000,2.470000,2.470000,37740
2018-11-26,2.480000,2.480000,2.440000,2.460000,2.460000,58842
2018-11-27,2.450000,2.460000,2.430000,2.450000,2.450000,72387
2018-11-28,2.450000,2.450000,2.430000,2.440000,2.440000,42001
2018-11-29,2.440000,2.450000,2.430000,2.440000,2.440000,19511
2018-11-30,2.430000,2.450000,2.430000,2.450000,2.450000,18100
2018-12-03,2.450000,2.450000,2.430000,2.450000,2.450000,39134
2018-12-04,2.430000,2.460000,2.430000,2.450000,2.450000,46287
2018-12-05,2.430000,2.450000,2.430000,2.430000,2.430000,50102
2018-12-06,2.430000,2.450000,2.430000,2.430000,2.430000,100376
2018-12-07,2.420000,2.450000,2.420000,2.430000,2.430000,55291
2018-12-10,2.440000,2.450000,2.430000,2.430000,2.430000,29172
2018-12-11,2.450000,2.450000,2.430000,2.450000,2.450000,40782
2018-12-12,2.450000,2.500000,2.430000,2.450000,2.450000,225105
2018-12-13,2.450000,2.500000,2.440000,2.440000,2.440000,160268
2018-12-14,2.450000,2.550000,2.430000,2.510000,2.510000,134984
2018-12-17,2.510000,2.510000,2.460000,2.490000,2.490000,130159
2018-12-18,2.490000,2.510000,2.480000,2.510000,2.510000,107199
2018-12-19,2.510000,2.590000,2.500000,2.580000,2.580000,32993
2018-12-20,2.590000,2.650000,2.500000,2.640000,2.640000,43731
2018-12-21,2.640000,2.730000,2.610000,2.700000,2.700000,40608
2018-12-26,2.690000,2.700000,2.650000,2.680000,2.680000,31505
2018-12-27,2.680000,2.700000,2.660000,2.700000,2.700000,31749
2018-12-28,2.690000,2.750000,2.690000,2.740000,2.740000,29613
2019-01-02,2.750000,2.760000,2.700000,2.720000,2.720000,45398
2019-01-03,2.730000,2.870000,2.710000,2.860000,2.860000,24343
2019-01-04,2.860000,3.000000,2.850000,3.000000,3.000000,64645
2019-01-07,3.000000,3.000000,2.950000,3.000000,3.000000,36146
2019-01-08,2.980000,2.980000,2.950000,2.950000,2.950000,29789
2019-01-09,2.960000,2.990000,2.950000,2.970000,2.970000,46597
2019-01-10,2.970000,2.970000,2.930000,2.950000,2.950000,27914
2019-01-11,2.950000,2.950000,2.850000,2.940000,2.940000,20565
2019-01-14,2.940000,2.950000,2.900000,2.950000,2.950000,40044
2019-01-15,2.940000,2.950000,2.850000,2.950000,2.950000,35024
2019-01-16,2.950000,2.950000,2.910000,2.940000,2.940000,15554
2019-01-17,2.950000,2.950000,2.920000,2.950000,2.950000,18018
2019-01-18,2.950000,2.950000,2.920000,2.950000,2.950000,30429
2019-01-21,2.940000,2.950000,2.920000,2.940000,2.940000,27227
2019-01-22,2.950000,2.960000,2.920000,2.960000,2.960000,17051
2019-01-23,2.960000,2.970000,2.950000,2.970000,2.970000,5820
2019-01-24,2.970000,2.980000,2.940000,2.960000,2.960000,37875
2019-01-28,2.950000,2.960000,2.850000,2.960000,2.960000,23629
2019-01-29,2.960000,2.960000,2.940000,2.960000,2.960000,17605
2019-01-30,2.960000,2.960000,2.940000,2.960000,2.960000,21999
2019-01-31,2.960000,2.960000,2.940000,2.960000,2.960000,23131
2019-02-01,2.960000,2.960000,2.950000,2.960000,2.960000,21901
2019-02-04,2.950000,2.960000,2.930000,2.950000,2.950000,34336
2019-02-05,2.960000,2.960000,2.930000,2.950000,2.950000,25103
2019-02-06,2.950000,2.960000,2.920000,2.920000,2.920000,23239
2019-02-07,2.920000,2.950000,2.920000,2.940000,2.940000,16871
2019-02-08,2.940000,2.940000,2.930000,2.940000,2.940000,17053
2019-02-11,2.930000,2.930000,2.890000,2.900000,2.900000,24604
2019-02-12,2.910000,2.930000,2.900000,2.930000,2.930000,21538
2019-02-13,2.930000,2.930000,2.840000,2.850000,2.850000,29229
2019-02-14,2.890000,2.950000,2.800000,2.830000,2.830000,75389
2019-02-15,2.840000,2.910000,2.840000,2.870000,2.870000,25238
2019-02-18,2.870000,2.880000,2.820000,2.840000,2.840000,51291
2019-02-19,2.840000,2.890000,2.830000,2.880000,2.880000,37819
2019-02-20,2.890000,2.890000,2.860000,2.870000,2.870000,21134
2019-02-21,2.880000,2.880000,2.840000,2.850000,2.850000,35816
2019-02-22,2.840000,2.860000,2.780000,2.830000,2.830000,38331
2019-02-25,2.840000,2.940000,2.830000,2.880000,2.880000,26803
2019-02-26,2.900000,2.920000,2.890000,2.920000,2.920000,16550
2019-02-27,2.920000,2.960000,2.900000,2.950000,2.950000,33649
2019-02-28,2.940000,2.950000,2.920000,2.940000,2.940000,24186
2019-03-01,2.930000,2.950000,2.910000,2.950000,2.950000,27775
2019-03-06,2.950000,2.960000,2.930000,2.950000,2.950000,19150
2019-03-07,2.950000,2.970000,2.930000,2.950000,2.950000,37415
2019-03-08,2.960000,2.980000,2.940000,2.970000,2.970000,30989
2019-03-11,2.970000,3.000000,2.940000,2.960000,2.960000,36526
2019-03-12,2.970000,3.020000,2.970000,3.000000,3.000000,25611
2019-03-13,3.000000,3.020000,2.980000,3.010000,3.010000,24119
2019-03-14,3.010000,3.020000,2.990000,2.990000,2.990000,16091
2019-03-15,3.000000,3.100000,2.990000,3.010000,3.010000,25508
2019-03-18,3.010000,3.050000,2.940000,2.960000,2.960000,94066
2019-03-19,2.970000,2.990000,2.950000,2.980000,2.980000,48373
2019-03-20,2.990000,3.010000,2.980000,3.010000,3.010000,20680
2019-03-21,3.010000,3.030000,3.000000,3.010000,3.010000,19347
2019-03-22,3.010000,3.030000,2.990000,2.990000,2.990000,32455
2019-03-25,2.990000,3.020000,2.990000,3.000000,3.000000,18403
2019-03-26,3.010000,3.020000,3.000000,3.010000,3.010000,24442
2019-03-27,3.010000,3.040000,2.990000,3.010000,3.010000,32983
2019-03-28,3.010000,3.010000,2.990000,3.000000,3.000000,19760
2019-03-29,3.000000,3.010000,2.990000,3.010000,3.010000,21822
2019-04-01,3.020000,3.020000,2.990000,3.000000,3.000000,24268
2019-04-02,2.990000,3.000000,2.990000,3.000000,3.000000,38281
2019-04-03,3.000000,3.010000,3.000000,3.010000,3.010000,15579
2019-04-04,3.010000,3.010000,2.990000,3.000000,3.000000,14257
2019-04-05,3.010000,3.010000,2.980000,2.980000,2.980000,47077
2019-04-08,2.990000,3.010000,2.990000,3.000000,3.000000,39286
2019-04-09,3.010000,3.010000,2.990000,3.010000,3.010000,35264
2019-04-10,3.020000,3.020000,3.000000,3.020000,3.020000,16218
2019-04-11,3.020000,3.150000,3.020000,3.150000,3.150000,22691
2019-04-12,3.160000,3.350000,3.130000,3.200000,3.200000,52802
2019-04-15,3.200000,3.250000,3.180000,3.230000,3.230000,27536
2019-04-16,3.240000,3.270000,3.230000,3.250000,3.250000,29417
2019-04-17,3.250000,3.300000,3.210000,3.290000,3.290000,31511
2019-04-18,3.300000,3.470000,3.280000,3.450000,3.450000,26520
2019-04-22,3.450000,3.450000,3.220000,3.240000,3.240000,89757
2019-04-23,3.280000,3.400000,3.280000,3.380000,3.380000,45909
2019-04-24,3.380000,3.450000,3.380000,3.430000,3.430000,31423
2019-04-25,3.430000,3.450000,3.420000,3.450000,3.450000,23200
2019-04-26,3.460000,3.500000,3.450000,3.500000,3.500000,37088
2019-04-29,3.500000,3.740000,3.500000,3.670000,3.670000,68310
2019-04-30,3.670000,3.740000,3.620000,3.650000,3.650000,77269
2019-05-02,3.650000,3.720000,3.640000,3.670000,3.670000,88928
2019-05-03,3.670000,3.700000,3.650000,3.670000,3.670000,68530
2019-05-06,3.670000,3.700000,3.500000,3.550000,3.550000,101705
2019-05-07,3.580000,3.650000,3.580000,3.610000,3.610000,37154
2019-05-08,3.600000,3.610000,3.500000,3.550000,3.550000,58136
2019-05-09,3.570000,3.580000,3.500000,3.530000,3.530000,42008
2019-05-10,3.550000,3.550000,3.500000,3.510000,3.510000,59259
2019-05-13,3.510000,3.560000,3.500000,3.500000,3.500000,48104
2019-05-14,3.520000,3.550000,3.520000,3.550000,3.550000,28918
2019-05-15,3.550000,3.570000,3.530000,3.540000,3.540000,30332
2019-05-16,3.580000,3.580000,3.540000,3.550000,3.550000,33248
2019-05-17,3.550000,3.560000,3.510000,3.540000,3.540000,38664
2019-05-20,3.540000,3.570000,3.500000,3.570000,3.570000,30661
2019-05-21,3.570000,3.580000,3.520000,3.530000,3.530000,43424
2019-05-22,3.500000,3.560000,3.500000,3.540000,3.540000,41507
2019-05-23,3.540000,3.550000,3.510000,3.550000,3.550000,29557
2019-05-24,3.540000,3.570000,3.530000,3.560000,3.560000,23904
2019-05-27,3.560000,3.560000,3.540000,3.550000,3.550000,31841
2019-05-28,3.540000,3.570000,3.540000,3.550000,3.550000,33111
2019-05-29,3.550000,3.650000,3.540000,3.600000,3.600000,46470
2019-05-30,3.600000,3.600000,3.580000,3.600000,3.600000,61932
2019-05-31,3.600000,3.600000,3.570000,3.600000,3.600000,33892
2019-06-03,3.600000,3.600000,3.550000,3.600000,3.600000,36558
2019-06-04,3.600000,3.720000,3.570000,3.690000,3.690000,71554
2019-06-05,3.680000,3.680000,3.530000,3.560000,3.560000,109552
2019-06-06,3.550000,3.560000,3.510000,3.550000,3.550000,63256
2019-06-07,3.550000,3.650000,3.540000,3.580000,3.580000,77576
2019-06-10,3.580000,3.590000,3.540000,3.560000,3.560000,77573
2019-06-11,3.550000,3.560000,3.510000,3.530000,3.530000,72660
2019-06-12,3.540000,3.560000,3.530000,3.540000,3.540000,42217
2019-06-13,3.540000,3.540000,3.510000,3.510000,3.510000,35707
2019-06-14,3.520000,3.550000,3.510000,3.540000,3.540000,71173
2019-06-17,3.540000,3.560000,3.510000,3.530000,3.530000,62166
2019-06-18,3.530000,3.540000,3.520000,3.530000,3.530000,85080
2019-06-19,3.540000,3.550000,3.520000,3.550000,3.550000,61892
2019-06-21,3.560000,3.600000,3.550000,3.590000,3.590000,64485
2019-06-24,3.600000,3.600000,3.560000,3.580000,3.580000,39964
2019-06-25,3.580000,3.590000,3.570000,3.590000,3.590000,30908
2019-06-26,3.590000,3.650000,3.580000,3.640000,3.640000,43832
2019-06-27,3.650000,3.660000,3.600000,3.620000,3.620000,20298
2019-06-28,3.620000,3.640000,3.600000,3.640000,3.640000,47019
2019-07-01,3.640000,3.650000,3.600000,3.630000,3.630000,43496
2019-07-02,3.630000,3.650000,3.610000,3.630000,3.630000,59472
2019-07-03,3.630000,3.650000,3.630000,3.650000,3.650000,19713
