Date,Open,High,Low,Close,Adj Close,Volume
2019-02-14,26.280001,26.900000,25.700001,26.540001,24.125553,4477500
2019-02-15,26.540001,26.650000,25.990000,26.230000,23.843754,4613800
2019-02-18,26.000000,26.000000,25.280001,25.309999,23.007450,3707800
2019-02-19,25.420000,25.610001,25.120001,25.139999,22.852915,2819800
2019-02-20,25.139999,25.459999,24.879999,24.959999,22.689291,4594900
2019-02-21,25.120001,25.190001,23.740000,24.570000,22.334770,7152600
2019-02-22,24.639999,24.879999,24.360001,24.879999,22.616568,2656400
2019-02-25,25.139999,25.160000,24.360001,24.520000,22.289320,3661200
2019-02-26,25.110001,25.219999,24.620001,24.650000,22.407494,6673900
2019-02-27,24.930000,24.930000,24.420000,24.620001,22.380222,3567800
2019-02-28,24.700001,24.889999,24.309999,24.450001,22.225689,5437600
2019-03-01,24.410000,24.719999,23.790001,24.100000,21.907530,3757000
2019-03-06,23.990000,24.860001,23.990000,24.540001,22.307501,3174900
2019-03-07,24.590000,24.830000,24.410000,24.750000,22.498396,4526000
2019-03-08,24.500000,25.450001,24.410000,24.900000,22.634748,4416500
2019-03-11,24.830000,24.830000,23.920000,24.200001,21.998432,8691200
2019-03-12,24.379999,25.030001,24.240000,24.540001,22.307501,5769300
2019-03-13,24.780001,24.870001,24.340000,24.559999,22.325680,10562600
2019-03-14,24.700001,24.950001,24.420000,24.690001,22.443855,3766900
2019-03-15,24.740000,25.230000,24.740000,25.209999,22.916546,4845600
2019-03-18,25.420000,25.420000,24.870001,25.299999,22.998360,3274100
2019-03-19,25.330000,25.870001,25.240000,25.870001,23.516506,5566600
2019-03-20,25.870001,25.969999,24.799999,24.900000,22.634748,5260600
2019-03-21,25.139999,25.139999,24.070000,24.500000,22.271139,5814900
2019-03-22,24.059999,24.120001,23.500000,23.700001,21.543919,4435900
2019-03-25,23.500000,24.100000,23.219999,23.799999,21.634821,4682500
2019-03-26,24.170000,24.650000,23.799999,24.650000,22.407494,8299500
2019-03-27,24.309999,24.330000,23.400000,23.400000,21.271210,4971700
2019-03-28,23.410000,24.459999,23.090000,24.139999,21.943890,2828000
2019-03-29,24.250000,24.450001,22.809999,23.150000,21.043953,9738000
2019-04-01,23.350000,23.600000,23.110001,23.450001,21.316662,4094100
2019-04-02,23.600000,23.790001,22.870001,23.480000,21.343931,4136300
2019-04-03,23.629999,24.129999,23.540001,23.900000,21.725723,6031200
2019-04-04,23.900000,25.059999,23.889999,24.799999,22.543846,6106500
2019-04-05,25.160000,25.600000,24.330000,24.510000,22.280230,4746600
2019-04-08,24.600000,24.799999,23.870001,23.900000,21.725723,9566200
2019-04-09,23.900000,23.950001,23.240000,23.629999,21.480286,6238100
2019-04-10,23.910000,23.910000,23.240000,23.400000,21.271210,6151700
2019-04-11,23.500000,23.639999,22.540001,22.940001,20.853060,3858600
2019-04-12,22.500000,22.860001,21.900000,22.000000,19.998573,9092700
2019-04-15,22.299999,23.200001,22.280001,22.900000,20.816696,4487300
2019-04-16,22.900000,23.090000,22.590000,22.740000,20.671253,3149600
2019-04-17,22.900000,23.250000,21.930000,22.250000,20.225830,4360300
2019-04-18,22.370001,22.570000,22.010000,22.540001,20.489449,5532300
2019-04-22,22.530001,23.500000,22.379999,23.200001,21.089405,4013600
2019-04-23,23.469999,24.400000,23.420000,24.340000,22.125694,7900800
2019-04-24,24.500000,24.650000,23.629999,23.750000,21.589369,4112600
2019-04-25,21.700001,22.270000,21.600000,22.270000,22.270000,3327200
2019-04-26,22.270000,22.340000,21.850000,21.850000,21.850000,3573700
2019-04-29,22.129999,22.920000,22.049999,22.709999,22.709999,2719800
2019-04-30,22.510000,23.700001,22.510000,23.700001,23.700001,4338600
2019-05-02,23.480000,24.430000,23.250000,23.820000,23.820000,8261800
2019-05-03,24.000000,24.100000,22.809999,22.809999,22.809999,3120800
2019-05-06,22.559999,22.969999,22.500000,22.830000,22.830000,3435100
2019-05-07,23.200001,23.870001,23.049999,23.629999,23.629999,4998000
2019-05-08,23.770000,24.240000,23.660000,23.900000,23.900000,3554600
2019-05-09,23.600000,24.600000,23.549999,24.490000,24.490000,3690600
2019-05-10,24.280001,24.500000,23.920000,23.950001,23.950001,2389800
2019-05-13,23.660000,23.969999,23.320000,23.580000,23.580000,3480400
2019-05-14,23.740000,23.850000,22.950001,22.950001,22.950001,3659100
2019-05-15,22.740000,23.170000,22.330000,22.750000,22.750000,3319400
2019-05-16,22.420000,22.530001,21.700001,21.900000,21.900000,5461500
2019-05-17,21.900000,22.059999,21.000000,21.410000,21.410000,4656700
2019-05-20,21.480000,22.500000,21.469999,22.480000,22.480000,2996300
2019-05-21,22.590000,23.540001,22.480000,23.430000,23.430000,3904100
2019-05-22,23.500000,23.959999,23.000000,23.000000,23.000000,6774800
2019-05-23,23.129999,23.650000,22.830000,23.090000,23.090000,3793100
2019-05-24,23.190001,23.780001,23.030001,23.030001,23.030001,2635100
2019-05-27,23.270000,23.600000,23.100000,23.100000,23.100000,1590800
2019-05-28,23.040001,23.639999,23.040001,23.639999,23.639999,4042400
2019-05-29,23.620001,24.600000,23.559999,24.600000,24.600000,4872700
2019-05-30,24.549999,25.049999,24.309999,24.900000,24.900000,3782700
2019-05-31,24.700001,25.600000,24.559999,25.549999,25.549999,8125400
2019-06-03,25.559999,25.650000,24.850000,25.139999,25.139999,3618500
2019-06-04,25.200001,25.299999,24.500000,25.000000,25.000000,3407500
2019-06-05,25.000000,25.219999,24.360001,24.510000,24.510000,1879300
2019-06-06,24.879999,25.639999,24.680000,25.309999,25.309999,2927600
2019-06-07,25.700001,25.980000,24.809999,24.809999,24.809999,3354400
2019-06-10,24.889999,24.889999,24.160000,24.350000,24.350000,2989100
2019-06-11,24.490000,25.240000,24.420000,24.900000,24.900000,3211700
2019-06-12,24.799999,24.920000,24.410000,24.650000,24.650000,2722900
2019-06-13,24.790001,25.379999,24.639999,24.900000,24.900000,2915300
2019-06-14,25.000000,25.250000,24.639999,24.639999,24.639999,2641000
2019-06-17,24.620001,24.990000,24.010000,24.100000,24.100000,3167200
2019-06-18,24.100000,25.040001,23.920000,24.719999,24.719999,4879600
2019-06-19,24.650000,24.740000,24.200001,24.620001,24.620001,2300200
2019-06-21,24.730000,25.170000,24.629999,25.000000,25.000000,2963400
2019-06-24,25.170000,25.350000,24.950001,25.000000,25.000000,2734900
2019-06-25,24.990000,25.090000,24.230000,24.290001,24.290001,2509300
2019-06-26,24.400000,25.180000,24.400000,25.000000,25.000000,3540500
2019-06-27,25.000000,25.309999,24.709999,25.000000,25.000000,3830300
2019-06-28,25.200001,25.299999,24.840000,25.000000,25.000000,2611600
2019-07-01,25.309999,25.350000,24.500000,24.500000,24.500000,3235700
2019-07-02,24.629999,24.870001,23.530001,23.600000,23.600000,4694600
2019-07-03,23.650000,24.000000,23.139999,24.000000,24.000000,5008100
2019-07-04,24.170000,24.770000,23.860001,24.510000,24.510000,3843000
